gene,pVal
"MAP4K3",0.371899779410441
"IMPACT",0.371986089556772
"ARMC6",0.372531722685756
"SHARPIN",0.372659135380857
"ZFPL1",0.37270007572797
"COPS3",0.372947763170341
"SCN9A",0.37302482780412
"BPNT1",0.373172216126291
"CDKN2B",0.37329390728399
"CREBBP",0.37332543910532
"TBK1",0.373504839802847
"CEP170B",0.37356362172912
"DICER1",0.373940123419842
"C11orf1",0.373977085478595
"ATXN7L3B",0.373977423684897
"CD164",0.374024264139468
"UBR2",0.374061423822882
"ZNF395",0.374061423822882
"RP11-448A19.1",0.37421915449856
"CREG1",0.37421915449856
"NOP14-AS1",0.37421915449856
"PIGN",0.37421915449856
"ARHGEF18",0.37421915449856
"CYB5D2",0.374343860004066
"RNF40",0.374598284218739
"HNMT",0.374630625656947
"HN1L",0.374692182139617
"RPL26",0.374863172107153
"IVD",0.375428761363835
"CTSC",0.375428761363835
"COX19",0.375457942466641
"FRMD6",0.375496097627058
"DSCR3",0.375575200277499
"C10orf54",0.375918592787374
"AL592284.1",0.376054770516135
"SLTM",0.376081912310454
"RFC1",0.376395816339676
"KNOP1",0.376439889442682
"TRIP12",0.376572703470794
"UCHL5",0.37681777638393
"MRTO4",0.37681777638393
"CKMT2-AS1",0.37681777638393
"XPO7",0.376893627250543
"RPH3AL",0.376893627250543
"RPP38",0.377018574918509
"MAOA",0.377106997940913
"LMO7",0.377511571411655
"GXYLT1",0.37758020468782
"MRPS36",0.377947983087485
"ACADS",0.378034175484594
"RNPS1",0.378148654164583
"SCAMP1",0.378194815978645
"AC005355.2",0.378217805184191
"ESCO1",0.378298613643145
"ELMSAN1",0.378298613643145
"TERF1",0.378298613643145
"RBBP9",0.378298613643145
"GCC2",0.378322200469879
"PANK2",0.378567808030545
"KANSL1-AS1",0.378719941073228
"ARNT",0.378719941073228
"PICALM",0.379136903056844
"EIF5B",0.379243712140719
"CLNS1A",0.379410067104828
"YIF1B",0.379576885160861
"STT3A",0.379635787774428
"ERLEC1",0.379655018615189
"SRSF5",0.379725367674431
"ATP2B1",0.380074928950112
"PPAN",0.380128310865611
"EIF3E",0.380132034660403
"NHSL1",0.380223106760521
"SLC25A39",0.380291247988326
"MYO1C",0.380291247988326
"TMED5",0.380473497827436
"MED13L",0.380485221092849
"INO80E",0.380833735652614
"ATE1",0.380981969686888
"FRS2",0.381061229249225
"ZNF33B",0.381467226535651
"METTL7B",0.381666825225842
"DYNC1H1",0.381854738056243
"FAM168B",0.381946247125592
"GKAP1",0.382060244870322
"C5orf45",0.38207596659107
"TSPAN14",0.382098433255325
"CGN",0.382098433255325
"TMED7",0.38222413752015
"FAM73A",0.382405344286951
"PLXNA2",0.382405344286951
"COL6A1",0.382405344286951
"NCK2",0.382405344286951
"CAPNS1",0.382450811488775
"SIRT6",0.382827110610023
"FCHSD2",0.382827110610023
"MGRN1",0.382827110610023
"ANKIB1",0.382859617808052
"DERL1",0.382859866237706
"CHDH",0.383131345062016
"DAZAP2",0.383367342225144
"COL18A1",0.383415156246702
"TNFAIP2",0.383415156246702
"COX7C",0.383509695899614
"UBA52",0.383509863979804
"UBFD1",0.383655187413932
"LRPAP1",0.383688392102877
"CYB5B",0.383781417461687
"FAM65A",0.38431612837868
"ARHGAP12",0.384768124889625
"RAB14",0.384819094902763
"PSMA1",0.384870569108985
"PDCD6IP",0.384966585648744
"POLR2K",0.385020840436257
"CDKN1B",0.385430989931219
"CDK7",0.385430989931219
"STAT1",0.385954538199606
"GTF2H3",0.386122729563343
"NREP",0.386271929700407
"CHCHD3",0.386277976749481
"APOA4",0.386382654831213
"TMEM134",0.38645787094775
"ARHGEF37",0.386539292307845
"DOHH",0.386539292307845
"SLPI",0.386571576780331
"WASH4P",0.386584831545372
"L3MBTL4",0.38664012779321
"TSPAN12",0.386905965306179
"TSC22D1",0.386944429986325
"NFKB1",0.38725250444974
"LRRC61",0.387344784696908
"PNPLA8",0.387392248734474
"DHCR7",0.3873944547875
"EMC4",0.387401933351014
"KRCC1",0.387543155816413
"AACS",0.387646843868693
"SLC41A2",0.387744138906323
"DOCK4",0.387782180087444
"GSTZ1",0.387798345508479
"APPBP2",0.387964467120669
"SUMF1",0.387980496030797
"CLIC1",0.388412910189987
"ANAPC11",0.388874992601818
"USP34",0.388882807621594
"MFSD3",0.388910645342132
"LINC00152",0.388949207696987
"RNF10",0.389058334419392
"HNRNPUL2",0.389417963539674
"ARID5A",0.389419819031765
"DPP3",0.389655436600013
"GOPC",0.389665973382779
"ETS1",0.389685492914679
"PTMS",0.389747983358152
"AGRN",0.389867371425408
"CDK10",0.390026277235182
"DGCR8",0.390167223183137
"ELK4",0.39016906929765
"CMTR1",0.39019613316311
"KIAA1109",0.390247426576772
"FASN",0.390247426576772
"CAMSAP1",0.3904285984581
"HAGHL",0.39070040010156
"CC2D1B",0.39070040010156
"RAB4B",0.39070040010156
"TRIM23",0.39070040010156
"TRIM55",0.39070040010156
"MFF",0.390959862734952
"AARS",0.391013907379508
"NDUFB2",0.391098688152426
"SSBP1",0.391252746279884
"NAP1L4",0.391253959407065
"MIDN",0.391387160855163
"MEMO1",0.391439865900939
"XPC",0.391439865900939
"CMTR2",0.39155829955976
"HDDC3",0.391618472425323
"HYOU1",0.391941057799968
"CDK5RAP2",0.392235206695065
"ACTN1",0.392342545199056
"NAAA",0.392343893163412
"VPS26A",0.392343893163412
"TNRC6A",0.392503130395795
"FAM134B",0.392719686210155
"CNN3",0.39276510286182
"PTRH1",0.3928450238336
"SMUG1",0.392975779594625
"DNAJC16",0.393218105217883
"MRPL10",0.393218105217883
"KIF3B",0.393666811741847
"ANKH",0.393667140513827
"PKIG",0.393720975073942
"SPATS2",0.393961645230672
"EVA1B",0.394003350327913
"SLC11A2",0.39429496350864
"BLOC1S5",0.39429496350864
"BAZ2B",0.394472078801674
"RPL21",0.394488219090891
"PHGDH",0.394888606568628
"C1orf109",0.394888606568628
"SGSM2",0.395177195765548
"EFCAB2",0.395177195765548
"ORAI3",0.395177195765548
"EMID1",0.395177195765548
"UGCG",0.39533523637193
"EXTL3",0.395373054230944
"PFKFB3",0.395596235285185
"BDP1",0.395682745448113
"MEPCE",0.395686560183247
"HECA",0.395862102671626
"RSL1D1",0.396507686139771
"BIRC6",0.396690143365507
"AFF1",0.396690143365507
"RPLP0",0.396706690217036
"PCYOX1",0.397069556675714
"PTPRD",0.397472458433441
"EVL",0.397472458433441
"GATAD1",0.397513975776855
"DNAJC21",0.397688373292091
"EAF1",0.397833934660874
"SMG7",0.397834183607684
"TIAL1",0.397905145582737
"HDDC2",0.397966623922755
"TSPAN8",0.398168265262308
"LSMD1",0.398214170331292
"SUZ12",0.398240366081345
"PRSS3",0.398241458042118
"MDK",0.398432096628317
"JPX",0.398454069490488
"C11orf73",0.398554002399283
"RMND5A",0.398731011460765
"CUTA",0.398747643619304
"ADCY6",0.398811882998714
"SUN2",0.399005755673518
"GMDS",0.399093187704641
"PDS5A",0.399367166486394
"PLA2G2A",0.399425244229837
"PON2",0.399433256189881
"TXNL4A",0.399563834502483
"AP2B1",0.399698044433408
"MFN1",0.399895078043559
"MPPE1",0.399895078043559
"WDR44",0.400239421791896
"RPS6KA3",0.400559471167662
"SMEK2",0.400580702846738
"TROVE2",0.400631956120196
"BTG1",0.400870735804339
"TFRC",0.400888516669896
"EPB41L4A-AS1",0.400909813139718
"CMBL",0.400990650718686
"TMEM170A",0.401036374273598
"ATP5J",0.401052466541028
"COX11",0.401169473430466
"TMEM101",0.401617280917981
"PAPSS2",0.401693783727999
"IL6R",0.402006455503127
"VTI1B",0.402201371162251
"PPCS",0.402273562609151
"TIMM22",0.402349521372271
"U2AF1",0.402512845128021
"ACER3",0.402516669827012
"TSTA3",0.40251989803996
"USP36",0.402570397117056
"OSER1",0.402739668298358
"PSMG1",0.402739668298358
"SUCLG2",0.402947330090016
"DYNLT3",0.402997100647157
"PYGO2",0.403346053575619
"PPIL4",0.403346053575619
"CASP7",0.403479788333977
"ERLIN2",0.403486197449129
"FXYD5",0.40353641658855
"PQLC2",0.403721125035961
"KCTD1",0.40377816085129
"ZZEF1",0.40382657981626
"SBNO2",0.403968762611741
"ETS2",0.404066523011248
"SERPINB1",0.404128228208154
"GPS1",0.404315694118269
"TIMM50",0.404643618276286
"OSBPL8",0.40507257117205
"SEP15",0.405438594242422
"RPS3",0.40565491330979
"RNASEH1",0.40571761527244
"E2F3",0.40571761527244
"SFXN1",0.405846764638523
"ANKRD39",0.406192588275389
"CA2",0.40626174359269
"H2AFV",0.406398950609569
"CNDP2",0.406555725079854
"C14orf166",0.406555725079854
"GM2A",0.406766638241187
"TMEM106B",0.406785177353388
"OTUB1",0.406786603815074
"CLUH",0.406833054735192
"HNRNPUL1",0.406884321113346
"ALKBH7",0.407109695158818
"OPA3",0.407212256129122
"CDC27",0.407245640494771
"LPCAT3",0.407335565226163
"PXN",0.407586594523108
"SLC6A6",0.407615154333139
"IL27RA",0.407615154333139
"ZNF580",0.407816579287013
"PRRC2A",0.407816579287013
"CSF1",0.408118375415437
"HEATR5A",0.408193441716179
"POU2F1",0.408193441716179
"MTG1",0.408193441716179
"SMAD1",0.408193441716179
"JAZF1",0.408193441716179
"PPAPDC2",0.408193441716179
"SSSCA1",0.408293390515749
"CTDSPL",0.408307330710179
"LRRC37B",0.408439025646747
"MMAB",0.408802438654136
"AKAP9",0.408837670579204
"KDELR3",0.409178522159694
"SEMA4G",0.409771235622484
"NABP1",0.409863910372519
"CX3CL1",0.410072847795049
"EEF2",0.410113160916054
"CBX1",0.410281840366227
"E2F4",0.41029445726482
"RASSF7",0.41047859519776
"BAZ2A",0.410480658356383
"SAMD8",0.410657252514232
"NDUFV3",0.410894618782958
"ARCN1",0.410993915287191
"RTN3",0.411776092969926
"SEPSECS",0.41191107417817
"ZBTB4",0.412024903943254
"DIS3L2",0.412588310470267
"ACACA",0.412588310470267
"GTF3C4",0.412588310470267
"ACSM2B",0.412588310470267
"BCO2",0.412588310470267
"PRDX3",0.412679720561702
"PNP",0.412938615975784
"ADORA2A-AS1",0.412938615975784
"TMEM141",0.412966237882168
"GPR108",0.413146620386631
"CCDC137",0.413329608443322
"COPS5",0.41351066709863
"VEZT",0.413698695343252
"APOM",0.413753769464961
"MCAT",0.41407896038233
"RAB3IP",0.414470040517233
"STAM2",0.414470040517233
"SEC61G",0.414493354199212
"SNAPC5",0.414697658119758
"SYF2",0.415027288689563
"SAMD4B",0.41555445076126
"TBC1D23",0.415740960064142
"ZNF207",0.416068635063934
"ATP5C1",0.416203014205393
"ERBB2",0.416233734364685
"TENC1",0.416233734364685
"ENOPH1",0.416490095968134
"HDAC1",0.416790917419716
"CASC19",0.416790917419716
"ACSM5",0.416872508368664
"MBD4",0.41689886262733
"RPS7",0.417008149387865
"RAB30",0.417010483084888
"JADE3",0.417011101440336
"KMT2B",0.417011101440336
"LRRC47",0.417011101440336
"MST1",0.417011101440336
"TTBK2",0.417011101440336
"PTPRA",0.417011101440336
"SSBP3",0.417011101440336
"CHCHD5",0.417352231652441
"PRR26",0.417467442600568
"C11orf68",0.417467442600568
"TMEM62",0.417467442600568
"JADE2",0.417467442600568
"RRP15",0.417598961378342
"RPP14",0.417598961378342
"SRSF9",0.41764868276632
"POM121",0.417704959420469
"MICAL3",0.417880559476567
"AKAP13",0.418015338824593
"SIVA1",0.418076406204673
"LIPH",0.418119326369246
"SSFA2",0.41825869750808
"CCDC92",0.418276286825072
"EIF2D",0.418353877802863
"RNF2",0.418353877802863
"TOR1AIP2",0.418584243415722
"RP11-446N19.1",0.419220555589986
"POFUT1",0.419230531558794
"SORD",0.419791374461543
"ERGIC2",0.419827408721718
"TCEB3",0.419841579483842
"FNTA",0.419871984725132
"AGTRAP",0.420213267317392
"ATXN7",0.420213267317392
"CCDC88A",0.420496445280076
"GCKR",0.420583052588412
"LSM10",0.420912757094184
"SLBP",0.42109558861865
"PTCD3",0.421192728000655
"GSK3A",0.421461726103379
"RUVBL1",0.421461726103379
"TP73-AS1",0.421461726103379
"RPS6KA2",0.421461726103379
"PCNXL3",0.421471254581703
"MMP15",0.421548222167731
"SERPINC1",0.421711664317679
"ULK3",0.421742337137491
"CPSF4",0.422025410260843
"TRAF3IP1",0.422025410260843
"KIDINS220",0.422157829350494
"ZNF629",0.422587536563998
"UCK2",0.422628850562034
"NR1H2",0.422802287147088
"MYO1E",0.422916617336298
"RABIF",0.423163638672012
"P4HB",0.423894859691222
"BAG1",0.424127534055266
"SLC9A3R2",0.424167728226522
"PRPF38B",0.42428249278621
"GPRC5B",0.42429559266333
"WBP11",0.424463475594552
"SON",0.424873704308665
"TKT",0.425039966769171
"CGGBP1",0.425194321198464
"KRAS",0.425234608721827
"TIMM10",0.425456972649806
"PRPF19",0.425605007682324
"BCL2L13",0.425809365595969
"PRR4",0.425939477880318
"EIF4A3",0.42594009204292
"ZMAT5",0.42594009204292
"CRY1",0.42594009204292
"SCYL3",0.42594009204292
"UBL5",0.426090587091154
"KANK1",0.426185522230946
"NSUN2",0.426290452366246
"ENAH",0.426337907395462
"IGSF8",0.426580568662522
"COX18",0.426612419424764
"RP11-465N4.4",0.426612419424764
"RRS1",0.426612419424764
"CACNA1H",0.426612419424764
"TFE3",0.426621613467045
"TMEM87B",0.426667903751297
"NUMB",0.426955649549976
"AHCYL1",0.42696598817784
"RAB8A",0.426980455110658
"GOT1",0.427341398016306
"SMLR1",0.42750164314686
"PTPRK",0.427638567936211
"HMGB3",0.427681870510692
"IL15",0.427717995897966
"BCL10",0.427877594682594
"PAQR9",0.428013334605175
"RP11-96H19.1",0.428013897691776
"SLC25A33",0.428013897691776
"TMEM57",0.428079712979698
"LAMP2",0.428388350276935
"PLEKHA1",0.428670707141681
"RNF152",0.42867806829298
"UBL4A",0.428743490291393
"RALBP1",0.428907752501719
"C19orf60",0.429140934740294
"CRTAP",0.429397240496655
"MLST8",0.429488251331967
"SNAP47",0.429488251331967
"SMNDC1",0.429521029747476
"TAGLN2",0.429573920693499
"MTIF2",0.429990314305542
"NRIP1",0.429990314305542
"ZDHHC21",0.430133201509183
"CHORDC1",0.430133201509183
"ENSA",0.43027016776456
"SDC3",0.430345047491283
"CNPPD1",0.430345465127049
"EXOSC7",0.430345465127049
"IL10RB",0.430345465127049
"IFT27",0.430446102941245
"CREB3L2",0.430595513878608
"MED8",0.430919686613236
"HMGCS2",0.431141638359996
"RBM28",0.431228366280297
"GOLPH3L",0.431228366280297
"TICAM1",0.431314765000002
"STEAP1",0.431314765000002
"UGP2",0.431456319064666
"TUFT1",0.431499439668403
"TMEM246",0.431499439668403
"NSF",0.431499439668403
"TMEM109",0.431570322200359
"TRAPPC6B",0.431688019001616
"NAGLU",0.431962523739512
"ATXN2L",0.432361067107426
"GYG1",0.432519422205737
"CTGF",0.432764671990373
"NCLN",0.432765787331488
"RP11-680F8.1",0.43293303956494
"SLC30A7",0.433063409595297
"AGPAT6",0.43326499350042
"KHDRBS1",0.433487274870542
"TM4SF1",0.43349849860231
"NCOA6",0.433790078906382
"CPT1A",0.433894787036463
"STAU2",0.43408811567182
"BPHL",0.434333244165322
"TSHZ2",0.434470423032294
"TLK1",0.434785026365767
"JUN",0.434931850288792
"TCF7L2",0.434950546962672
"SCRN2",0.434979658572524
"ZMIZ2",0.434979658572524
"BRMS1",0.435201622472972
"NAA15",0.435300190912229
"DNAJC4",0.435590669853244
"NIFK-AS1",0.435873142727624
"CYP2J2",0.435873142727624
"ACTR6",0.435873142727624
"FAM63B",0.435873142727624
"FAM126A",0.436461167737299
"C3",0.436659159463283
"DGCR2",0.43675312557567
"SHKBP1",0.437325430883457
"PAIP2",0.437450282987278
"DESI1",0.437564663334046
"SLC2A6",0.438529380855055
"RNF220",0.438633984625754
"FAM135A",0.438633984625754
"ART4",0.438801790826772
"UTRN",0.438834239679423
"C15orf61",0.438834614597172
"ZNF593",0.438891147988014
"ARL16",0.438894755854505
"PDAP1",0.438983773765594
"GAPVD1",0.439120188086128
"RNF7",0.439299328561154
"RP3-395M20.12",0.439540654796818
"VPRBP",0.439540654796818
"C17orf85",0.44018439509333
"ITSN2",0.440278405168534
"SIDT2",0.440546636372586
"ARVCF",0.440546636372586
"RILPL2",0.440546636372586
"DPP9",0.441236016533657
"TSPAN6",0.441236178735585
"SETX",0.441450845006935
"TMEM251",0.44162957772175
"PSMG3",0.441797497311507
"TMEM129",0.44210285205605
"WDR45",0.442341244667949
"CHD2",0.442389446639675
"XPO1",0.44240753210144
"NMB",0.442668198625283
"C6orf226",0.442726383610512
"LRRC1",0.442726383610512
"MRPL3",0.443230195225783
"UBE2Q1",0.443230807268571
"SEC61B",0.44380105676283
"B3GALNT2",0.444128983554995
"HMGXB4",0.444162347139094
"CITED4",0.444177352820728
"HIPK2",0.444753520598464
"COMMD6",0.444794469907533
"RGS12",0.444947479822224
"SH3GLB1",0.445021297416739
"HRG",0.445058869905968
"SLC30A6",0.445225645316573
"SNIP1",0.445248097817622
"NIPBL",0.445582454531318
"DCAF8",0.445872534033314
"ERBB2IP",0.446032529249104
"NRAS",0.446718515250866
"PDE4DIP",0.446817664403503
"SYVN1",0.446872968424612
"SRP9",0.446923998347481
"TATDN1",0.447036079405057
"NOP10",0.447141979362733
"KISS1",0.447233721510653
"EMC7",0.447521236479126
"DGCR6L",0.447641938116198
"CDC5L",0.44816163496971
"ALDH16A1",0.448744532864555
"SREBF2",0.448897271686913
"FGG",0.44903785942854
"MAP7",0.449210751767232
"PPP1R1C",0.449680568928151
"FUOM",0.449712448116949
"RALB",0.449778474684905
"FUBP1",0.449778474684905
"GAA",0.449920203585015
"HIST1H1C",0.449957266067109
"AP1S2",0.449979304175006
"AC023490.1",0.449979304175006
"LMAN1",0.450224796597055
"SIL1",0.450931162340708
"ATF3",0.451109773175342
"YPEL2",0.451526824251715
"SLC35C1",0.45155306918548
"C7orf55",0.451647468485019
"MCM3",0.451767041123062
"HAUS1",0.451767041123062
"CYP4A11",0.451767041123062
"RAB11A",0.452010628265147
"PPP1R8",0.452022676069737
"IL18",0.452219986256909
"EIF4G2",0.453089847897178
"FAM76A",0.453215568947257
"DPCD",0.453387186816363
"DNM1L",0.453387186816363
"U2AF1L4",0.453387186816363
"TTC39A",0.453387186816363
"TRIB1",0.453450789408642
"NRP1",0.453484563473191
"TARS",0.45375305092729
"LINC00657",0.453795202548535
"INSR",0.454175386495197
"PCNX",0.454260885392944
"KLHL24",0.454285720951274
"JMJD1C",0.454342939209003
"PPA1",0.454435467776337
"GPER1",0.454447946407038
"ARSD",0.454447946407038
"SERPIND1",0.454447946407038
"DRG1",0.454591337662489
"KLF4",0.454591337662489
"ZNF318",0.454591337662489
"HNRNPR",0.454859024571878
"P4HA2",0.455148584578606
"TBRG1",0.455477129884689
"ABCC3",0.455916088259771
"RRP1",0.455982141377675
"HHEX",0.456207233139142
"EPS15",0.456235128641376
"CCAR1",0.456276670571218
"KMT2A",0.456400125172219
"BUD31",0.456514859510427
"GFRA1",0.456690934532709
"MUC12",0.456690934532709
"ABCA1",0.456935393530524
"DPM1",0.456995098486627
"TOPORS",0.457105073456992
"DAXX",0.457210305271452
"DENND4C",0.457241054935073
"PARP12",0.457241054935073
"MLH3",0.457241358154276
"MRPL21",0.457519870747998
"LCOR",0.457682609399437
"KATNBL1",0.457961163489675
"TRIM26",0.458056825572315
"CHST15",0.458056825572315
"NEDD8",0.458119615383896
"HTRA2",0.458355063034666
"ARAP1",0.458506573763611
"GRPEL2",0.458506573763611
"MAP1LC3B2",0.458849360336092
"ING2",0.459071580494942
"MAP3K13",0.459290913413444
"PPP1R26",0.459525384463887
"ARID4B",0.459744952210202
"RAB11B",0.459815652379919
"ALG13",0.459873223465919
"CDC42SE1",0.460508764436871
"FAM136A",0.460538710178103
"WLS",0.460807896893757
"DDRGK1",0.4608399210464
"TBCD",0.460911177929869
"PMPCA",0.460929268806123
"SDHAF2",0.460970708081189
"ATP6V1C1",0.461186101017936
"GALNT11",0.46128670194689
"VIMP",0.461418050461727
"PRPSAP1",0.461419020776026
"TRMT10C",0.461419020776026
"PTPLB",0.46178037680017
"BCAP31",0.46184365995171
"RSF1",0.46233463929711
"TAOK3",0.462407531689657
"DNAJB12",0.462440645973795
"CERK",0.462753325363921
"C3orf38",0.462753325363921
"NECAP1",0.462753325363921
"RASA1",0.462753325363921
"FHL3",0.462887018863299
"HMGCR",0.462902777672304
"NOTCH2NL",0.463088635527977
"PRDX6",0.463490497210658
"ICT1",0.464213563832105
"SAT1",0.464256086427243
"NIPSNAP1",0.464665686854308
"PRPF8",0.464926835542613
"OTUD7B",0.465486497440645
"MAPK6",0.465486743446626
"STX5",0.465521762343808
"CPQ",0.465521762343808
"WASF2",0.465592281258969
"SYNJ2",0.465738368068594
"CCDC91",0.465743104194424
"PHACTR2",0.465886973954128
"TES",0.466212385575182
"DGCR6",0.466393479220659
"INTS6",0.466508037954932
"HPS3",0.466605170170785
"LRP6",0.467113481119807
"ARIH2",0.467120644221168
"WDR48",0.467476558491827
"C1GALT1C1",0.467655306635786
"C12orf29",0.467976833964957
"RPS17",0.467976833964957
"AXIN1",0.467976833964957
"CLN8",0.468414331802278
"BST2",0.468537809453091
"RXRA",0.468929932653544
"TUBA1C",0.468993988633216
"RP11-499E18.1",0.469183823062148
"ITGB6",0.469304820183865
"ATG5",0.469437064052923
"VAMP5",0.469504827565135
"METTL7A",0.469902123928896
"SPRYD4",0.470075104571768
"MRFAP1",0.470133493946153
"PHF19",0.470157862908462
"HIST1H4E",0.470364996497302
"ACOT8",0.470364996497302
"MARK2",0.470757527416356
"DCAF11",0.470757527416356
"RNF126",0.470763050361819
"BMI1",0.470783413200451
"DYNLRB1",0.470819699535961
"ADH5",0.471452447559703
"H3F3A",0.471547053658245
"TOP1",0.471653005879781
"YIPF2",0.472013566565455
"HLX",0.472013566565455
"MICU2",0.472013566565455
"ARHGEF10L",0.472013566565455
"HSP90B1",0.472466251482209
"RASD1",0.472483726178722
"CEP57",0.472534792629907
"TMEM138",0.472534792629907
"FGFR4",0.472794091473834
"AZI2",0.472794091473834
"SEC24D",0.472881547260701
"IARS2",0.472929295566039
"RARRES3",0.47344632996818
"ZNF219",0.47355172022378
"ZNF189",0.473693598066065
"FADD",0.474355118862821
"H2AFJ",0.474793606454938
"C1orf216",0.474818793013121
"APOC2",0.474885136784065
"MRPL14",0.475401509611818
"PRKAR2A",0.475856124578158
"GDE1",0.476059146214987
"LRRC41",0.476219362826912
"LEPROT",0.476223261301223
"DAZAP1",0.476306417058554
"SYAP1",0.476444295752001
"PCMTD2",0.476479970000816
"CTSB",0.476491691165534
"C12orf10",0.476719384936497
"JADE1",0.476892307704107
"GLUD1",0.476936645795569
"ACTR3C",0.477002694308525
"ZFP90",0.477002694308525
"PCSK6",0.477244956041481
"ZNF90",0.477297440255577
"PRKAG1",0.477326263148646
"TARDBP",0.477343471193352
"HNF4A",0.477592405224726
"MAPRE2",0.477666424569987
"ZFC3H1",0.478056022383825
"MRPL48",0.478092000789855
"FBXO34",0.478363765443162
"SLC35A5",0.478363765443162
"TRMT2A",0.478363765443162
"TOLLIP",0.478438027637269
"RPSAP58",0.478656789916703
"DDX18",0.47869706018773
"ZMYND11",0.47890885290609
"HMGXB3",0.47894768578633
"FBXO21",0.479105346371012
"IQCE",0.479133387492678
"CAMK1D",0.479133387492678
"RICTOR",0.479166467188158
"SCCPDH",0.47917092963329
"DDR1",0.479335243251663
"PPP1R21",0.479506107317931
"ANKS1A",0.479506107317931
"ME1",0.479653205235112
"TMEM106C",0.479863006779688
"NDUFA9",0.48000878177566
"MGAT2",0.480131782355334
"MAP2K4",0.480143297101207
"PTCHD3P1",0.480143297101207
"FAM86A",0.48014428799443
"PROSER2",0.48014428799443
"PBLD",0.480441002532767
"CFHR1",0.480575912580573
"LENG8",0.480616852991553
"KXD1",0.480622806781752
"ABRACL",0.480720067212284
"RPS27L",0.481470681943468
"ZCCHC6",0.481598185867706
"NT5C",0.481651738443884
"MBD3",0.481782531430711
"KLHL23",0.481805321953175
"TOPORS-AS1",0.481805321953175
"RBM15",0.481805321953175
"PFKL",0.482198428903923
"ANXA11",0.482212764125318
"SDHAF1",0.482323744919788
"PDDC1",0.482686503787759
"ABCE1",0.482700424530741
"COPG1",0.482700728802244
"CALM2",0.482712246492387
"ULK1",0.48343281233662
"REPIN1",0.483444727080962
"PSMG2",0.483882844031099
"DNAJB6",0.484038940850839
"DUSP16",0.484217434335608
"CUEDC1",0.484217989582097
"ALG12",0.484217989582097
"C10orf11",0.484217989582097
"PPP2R1B",0.484238104198587
"GPR137",0.484637105701463
"MED10",0.485908012585806
"CDYL",0.485974071922582
"MTFMT",0.485974071922582
"NAP1L1",0.486055256705888
"CLPX",0.486081120640506
"C15orf40",0.486624505008734
"TMEM11",0.486632605051599
"RPN2",0.486652295589318
"SEC16A",0.487048260995845
"SLC15A4",0.48718866632441
"OSTF1",0.487275658475816
"UNC119",0.487586487105719
"TTC14",0.487586487105719
"NIPA2",0.488105602256843
"RNH1",0.488344109517471
"MFSD11",0.488350772238527
"ADAMTSL3",0.488350772238527
"APBB2",0.488423038304166
"CEACAM1",0.488480183088928
"PPP2CA",0.488505381593646
"ZNF146",0.488954864841687
"MAP3K7",0.490157021294128
"ATP5D",0.490363905451602
"MTRF1L",0.490474668773151
"KRIT1",0.490500012762394
"PDCD5",0.490645191466459
"ITGB5",0.490852738004073
"ITPR3",0.490988272712201
"FAM208A",0.491037756399411
"TYW5",0.491488979675718
"MGAT5",0.491488979675718
"INO80C",0.49236770909309
"RABL5",0.492439632342557
"WWP1",0.492721780942177
"TBC1D20",0.49322695439271
"UBXN2B",0.493716593326707
"DCAF10",0.493963559863579
"PHF3",0.494063678009956
"DENND2D",0.494185592021696
"HMGN2",0.494359259796299
"RIPK1",0.494359259796299
"PSMD11",0.494373120687723
"ERF",0.494581908846665
"MAGOH",0.494581908846665
"EXOC6B",0.494581908846665
"BDH2",0.494653803016633
"GALNT1",0.494670165332525
"SLIRP",0.494770581678225
"PNRC1",0.494820947587065
"COASY",0.494902557978949
"TPRA1",0.495565641122803
"HIST1H2AC",0.495633914708066
"PEMT",0.495908574118647
"IKZF5",0.496119435558395
"HSPH1",0.496138553226135
"BAG6",0.496361056544531
"RYK",0.496361056544531
"TVP23B",0.4963697111842
"PDE4A",0.4963697111842
"PPIL3",0.496473870394639
"TCEAL1",0.496698410899141
"CCDC167",0.496899388460679
"THUMPD1",0.497260539294123
"PTPRS",0.498171414059087
"DEXI",0.498333911618751
"RUFY3",0.498397465955208
"PHKG2",0.498503031683655
"FAF1",0.498503031683655
"GTF2B",0.498503031683655
"SCO1",0.498580688723748
"ZNRF1",0.498580688723748
"NSDHL",0.498580688723748
"SMARCD2",0.498580688723748
"KDELR2",0.49878385292725
"CTSH",0.498853214948538
"ATP5EP2",0.498853244992475
"DNAJB14",0.49895016297176
"ELOF1",0.498991009355438
"CHCHD10",0.499184899047726
"ZC3H11A",0.49943529937773
"DHRS4L2",0.499439036096572
"SPAG9",0.499444133912222
"SLC40A1",0.499731740746068
"CTBP1",0.499804542813584
"SIGMAR1",0.499831870449867
"HEBP1",0.500073593240647
"TMEM205",0.500183337897665
"MRPL2",0.500465477205791
"ST14",0.500465477205791
"GSKIP",0.500523805131716
"PPP2R3C",0.500525664757153
"TMEM217",0.500525664757153
"CARS",0.500531951931129
"GLRX5",0.500800962971184
"EDEM3",0.500871995978862
"MARCH7",0.500872274046244
"CIRBP",0.500974583826943
"CFL2",0.501083018454989
"FAM122A",0.501276172227684
"KHDRBS3",0.501276172227684
"RP11-421L21.3",0.501276172227684
"CDK6",0.502025038315445
"PRKCSH",0.50210623691928
"PVR",0.502625239325418
"CFHR2",0.502821207210408
"SPRED2",0.503176678699801
