gene,pVal
"UHRF1BP1L",0.120087454105839
"PARL",0.12009170992339
"TSPAN13",0.120092340742639
"GGA2",0.120130827591574
"DHX8",0.120160273910457
"MUL1",0.120311754393661
"PAWR",0.120628665441954
"MIEN1",0.120696069088807
"NIP7",0.12081514205278
"MAST4",0.120920113851774
"BRE",0.121188785074361
"SLC23A2",0.121188785074361
"RP5-1125A11.1",0.121237403101835
"BRD9",0.121237403101835
"GOLGA2",0.121256164099658
"C8orf4",0.121330749601522
"ARFGAP2",0.121468721713703
"HSD17B10",0.12173203243306
"SFT2D2",0.121804703989014
"TMEM102",0.121856334087683
"HBEGF",0.121974524790103
"HTT",0.122275981688316
"RALA",0.122308296736894
"SNRPC",0.122458226150187
"MTSS1L",0.123002717266903
"SMARCAD1",0.123055758248253
"HUS1",0.123055758248253
"LEPRE1",0.123055758248253
"STK35",0.123055758248253
"ABCB10",0.123055758248253
"UQCC1",0.123055758248253
"WHSC1",0.123055758248253
"BTRC",0.123055758248253
"C9",0.123055758248253
"NUPL2",0.123055758248253
"NLK",0.123055758248253
"MCTS1",0.123144130974848
"LAMB2",0.123328652651644
"PKP2",0.123452836909889
"ALYREF",0.123516347263767
"CDKL3",0.123516347263767
"LRRC16A",0.123527832817244
"FUCA1",0.123607045685748
"RPS29",0.123684398176633
"DVL3",0.123750733880157
"PDCD7",0.12381011917278
"RAF1",0.123942253659515
"RPL27",0.124171745722635
"PKIB",0.124329400377946
"NDRG2",0.124460283677509
"ZMAT3",0.124481511259713
"RNPEPL1",0.124645897458778
"FSTL1",0.124928226021245
"ZNF667-AS1",0.124945118324541
"DUSP6",0.124998407710913
"CRTC2",0.125051893777215
"PPARG",0.125257413875028
"HERC4",0.125532276395078
"ITGA6",0.125532276395078
"MYO1F",0.125828596490175
"TMPRSS6",0.126341660734503
"SPG21",0.126626118957708
"FAM120A",0.12678592481849
"SLC4A1AP",0.126857019509539
"TMEM80",0.126857019509539
"PTGR1",0.127115259463675
"TMEM256",0.127410992805712
"MRPL18",0.127841242379151
"PREPL",0.128056268858586
"HSD17B7",0.128257338870521
"CSTF3",0.128259359156194
"ELP6",0.12831363120387
"ZFYVE16",0.128381682236866
"MCCC2",0.128572101495751
"AAR2",0.128579311767367
"EIF3J",0.128757719725997
"ZBTB22",0.128791615139775
"SUPT7L",0.128791615139775
"GTF3C5",0.128791615139775
"LRP1",0.129141278809494
"APH1B",0.129863322174734
"GTF3C6",0.130093533494573
"API5",0.130119415317087
"PFDN5",0.130132786615693
"SPSB2",0.130162103627758
"NPM2",0.130249083039821
"DTNA",0.130487264483731
"ZSCAN29",0.13055412240819
"ZFAND5",0.130605899881976
"PIP4K2A",0.130883258823521
"NEXN",0.130883258823521
"PRKAA1",0.131056599877937
"MAP2K3",0.131377850774589
"PPP1R18",0.131409176836771
"GNA11",0.131438280452238
"ROMO1",0.13153000619373
"PDZK1IP1",0.131857018534058
"TMED2",0.131857880948645
"MTRNR2L2",0.131863027139254
"RPP25L",0.131944368558058
"DDIT4",0.132078139455006
"TAPBP",0.132277780137421
"ATG2A",0.132729498504931
"PAK1",0.132729498504931
"SRP19",0.132730472907878
"CAPN2",0.132743310910602
"CASC4",0.132795004670286
"CREB3",0.132958713342351
"CLN5",0.132984414204775
"MKL2",0.13300744998585
"AAK1",0.13300744998585
"FAH",0.133186508183635
"PHYKPL",0.133225550459972
"PCGF1",0.133313286549312
"ATIC",0.133530734947539
"COPS7B",0.133602245621576
"SLC39A8",0.133602245621576
"STAT6",0.133614203037462
"SDC1",0.133711757304725
"ST13",0.133850022132531
"CLN6",0.133864977789409
"MTFP1",0.133864977789409
"TCIRG1",0.133864977789409
"TP53INP2",0.133864977789409
"OCRL",0.133864977789409
"CCDC120",0.133864977789409
"ZCCHC14",0.133864977789409
"PLEKHA6",0.133864977789409
"SMURF1",0.133864977789409
"KIN",0.133864977789409
"NEIL2",0.133864977789409
"KCTD5",0.133864977789409
"CTA-941F9.9",0.133864977789409
"FAM20A",0.133864977789409
"SLC44A3",0.133864977789409
"AC009948.5",0.133864977789409
"MOB3B",0.133864977789409
"PTPN9",0.133864977789409
"WBP5",0.133876883288159
"PGM1",0.134167873145792
"IL13RA1",0.134207951290114
"MRPS23",0.134254661708637
"HUWE1",0.134428657548503
"PKP4",0.13459604396015
"MLLT6",0.134600690480032
"IL17RB",0.134620730489596
"WDR82",0.134707927716484
"ZNF721",0.134733088220852
"RNF123",0.134733088220852
"TMEM243",0.134733088220852
"MAPRE1",0.134801873274905
"TJP2",0.134802060743922
"ZKSCAN1",0.13482248422519
"RAD23B",0.134928645036582
"HNRNPU",0.1354576568758
"TMEM63A",0.135618406435088
"CDK9",0.135627121700629
"DSTYK",0.135929232596755
"PTTG1IP",0.136023454896078
"CSTB",0.136039249529855
"PPM1G",0.136120249243344
"ATP6V1B2",0.136148923815957
"TDP2",0.136207742963736
"NCOA1",0.136249096244923
"RND1",0.136249096244923
"NDUFV1",0.136645025313491
"HADHA",0.136703647536274
"MRPS33",0.136703811143599
"SPAG7",0.136746971538275
"NSMCE2",0.136759976266888
"DPF2",0.13701071021906
"ZNF638",0.1370173373133
"PHB",0.137029312987416
"DIEXF",0.137052020887827
"FRA10AC1",0.137268965759715
"KIF1C",0.137279326959159
"RP1-17K7.2",0.137381723428386
"MBNL3",0.137515828028928
"MTX2",0.137543796059204
"PRRG4",0.137658789571006
"WDR1",0.137727376641088
"INTS1",0.137892624704114
"TATDN3",0.137987423895014
"GPT",0.137987423895014
"DTNBP1",0.137987423895014
"ATF7IP",0.137987423895014
"PIGP",0.138390249436535
"ZNF706",0.138572125362793
"SDF4",0.13857492359631
"ANKRD13A",0.138611016294415
"TRIM37",0.13864765647818
"PIAS4",0.138810311056156
"MRPL1",0.138879779357994
"YBEY",0.139237001020357
"CMPK1",0.139239737269249
"KANK2",0.139435567703337
"KIAA1598",0.140001465715704
"CORO1B",0.140133490384423
"LPCAT4",0.140420397917553
"MLH1",0.140420397917553
"ADPRM",0.140420397917553
"PTGFR",0.140420397917553
"UBA1",0.140590725024635
"FAM174A",0.140762347791741
"SFMBT1",0.140884239900691
"HDHD1",0.141209634635966
"CCDC104",0.141225477240928
"GTF2A1",0.141225477240928
"GS1-124K5.4",0.141314559531895
"RCE1",0.141460327250153
"SRPR",0.141673888261777
"PTAR1",0.142035141878412
"CASC3",0.142063258213866
"ADAM15",0.142063258213866
"RGP1",0.14213582808696
"NAMPT",0.142159814099964
"EPHA2",0.142159814099964
"ECI2",0.142470515252444
"SLC39A4",0.142591546093878
"KIAA0947",0.142597668257968
"EPS8L2",0.14269035162119
"EEF1A1",0.142728158895619
"GLTPD1",0.142800258666721
"RAMP1",0.142837050386041
"UNG",0.142886231730568
"PRRG2",0.142886231730568
"LINC00844",0.142886231730568
"OSGEP",0.142886231730568
"GJB3",0.142914953881067
"ERV3-1",0.142981908972184
"RHOQ",0.143019794627414
"KLF3",0.143076682650712
"GCLC",0.143208242108702
"SPINT1",0.143265575619632
"TMEM38B",0.143628321023511
"RBM14",0.143628321023511
"USE1",0.144307405756906
"GSDMD",0.144483291292344
"FURIN",0.144790857756142
"ATP11A",0.14509770299378
"RPL36AL",0.145464736752098
"MPHOSPH8",0.145506113924025
"PRAP1",0.145639730212478
"ADIPOR2",0.145703961331914
"PAFAH1B1",0.145802138225793
"SNX7",0.146079596382922
"BAG4",0.14616956521689
"RP11-14N7.2",0.146508522133085
"CD68",0.146786143640325
"EMP3",0.146794421449888
"ACYP2",0.146863381862765
"TIMM13",0.147040499327445
"RNF125",0.147100085373711
"MTRNR2L3",0.147249046544301
"MPP6",0.147268093027219
"EP300",0.147553935803643
"DYNLT1",0.147587387342331
"MGAT4A",0.147917423803611
"PAXIP1-AS1",0.147917423803611
"LIMK2",0.147917423803611
"KDM1B",0.147917423803611
"DTX2",0.147917423803611
"FKBP8",0.147952187780383
"GIGYF1",0.148213901781471
"ZNF148",0.148232012706557
"UBXN1",0.148248794607133
"LITAF",0.148344969773877
"AIP",0.148358777144553
"ZNF32",0.148430127267427
"HSPB11",0.148442332691093
"VEGFA",0.148881928738572
"KIF3A",0.149035537179712
"CCDC90B",0.149232541644411
"EIF3K",0.149275678973511
"YTHDC2",0.149283283090646
"LAGE3",0.149288006803551
"RNF167",0.14930054359697
"NXT1",0.149366198624027
"MTRNR2L1",0.149418369324762
"FKBP1B",0.149418801330824
"SNRNP70",0.1496674499934
"CHCHD6",0.149679862906482
"MTHFR",0.149679862906482
"TTL",0.149976514911677
"RETSAT",0.150135874705416
"CLINT1",0.15027123852506
"SND1",0.150374092772827
"NDUFA2",0.150503864126976
"HCCS",0.150549732376128
"C1orf56",0.150835023748027
"MAT1A",0.151034426638456
"SEC11C",0.151054449002679
"ANTXR2",0.15112230987605
"GTPBP2",0.15125023615798
"UACA",0.151686424346421
"GCH1",0.151686664447548
"TBC1D9B",0.151800412325219
"RPE",0.151829078653236
"SLC52A2",0.152079842023344
"RGS14",0.152215385864618
"GJB1",0.15261820704978
"ZBED6CL",0.152627807065237
"GNB1",0.152667844615705
"ARG1",0.152738848156081
"COA5",0.152931698380842
"ZBTB5",0.15308286633405
"RNMTL1",0.15308286633405
"ST20",0.153159247468484
"FAM91A1",0.153265184814516
"IRF2",0.153379244994715
"ACTL6A",0.153526010320111
"NDUFA13",0.153637624151506
"DNAJB4",0.153640761128219
"SCRN1",0.153997554686238
"AATF",0.154001713901057
"SYPL1",0.154222870074679
"SUCLG1",0.154442215712241
"GUF1",0.154617361820978
"FMO3",0.154617361820978
"CHPF",0.154684621636681
"RPL37",0.155074045463095
"PHPT1",0.155097028301878
"MVD",0.155178553061216
"KAT6B",0.155178553061216
"PDHA1",0.155368384502154
"SMIM1",0.155625008369728
"PIGR",0.15570843352165
"NUDT1",0.155716503770706
"C9orf9",0.155716503770706
"RCC2",0.155728534570257
"ZSWIM7",0.15587024018127
"DCBLD1",0.15596308298428
"PELO",0.156108283618791
"GABPB1",0.156197898239696
"TAF6",0.156197898239696
"A2M",0.15623029916901
"SRSF6",0.156564130518079
"YIF1A",0.156681623913452
"C6orf1",0.156885978288295
"NCK1",0.156888255196459
"ZRSR2",0.157186916352322
"KLC2",0.157252477278681
"PIP5K1A",0.157252477278681
"GCNT2",0.157252477278681
"SLC7A1",0.157252477278681
"FAM49B",0.157274709879036
"TMPRSS2",0.157359183173493
"NUPR1",0.157400299500201
"CAPG",0.158032948798127
"PBDC1",0.158189515398412
"EBNA1BP2",0.158277455678577
"FAAH",0.158384385228546
"RPL23",0.15857794605602
"FLOT2",0.158983966590044
"SNX14",0.159023161343468
"STK38L",0.159048491739969
"DCXR",0.159141865648464
"LAP3",0.159490512903879
"AVL9",0.159564738157773
"HDAC6",0.159788707921174
"TRUB2",0.159951159854771
"GRHPR",0.160497918927731
"OGT",0.160501680668359
"FAM192A",0.160576321007919
"VDAC2",0.160985353137158
"ZNF598",0.161034152800629
"FAM217B",0.161086732170045
"LDLRAD3",0.161086732170045
"GSTM3",0.161118028611452
"PABPC4",0.161400631626947
"SDHC",0.161577083739593
"TMEM19",0.161643732629645
"USP16",0.16173462924636
"TSPAN4",0.161919037001516
"FAM133B",0.162342189871359
"RP11-252A24.7",0.162422936329785
"HLA-C",0.162451420343379
"MLLT11",0.16262408022227
"TBC1D17",0.162798593787966
"GATAD2B",0.162842482973177
"PHF11",0.162842482973177
"RPL5",0.163342325492369
"RPL23A",0.163342623021976
"NET1",0.163470831756948
"DGAT1",0.163470831756948
"CS",0.163552309923843
"LINC00339",0.1638237631737
"DOT1L",0.1638237631737
"SH3TC1",0.1638237631737
"STARD7",0.16388495678434
"SERP1",0.164695587355664
"MIR24-2",0.164865325256306
"ARL2BP",0.164880358937829
"NCOA7",0.165106759011739
"HNRNPA2B1",0.165157178462425
"AC093673.5",0.165171812202014
"LRRC14",0.165220671912802
"FGD5-AS1",0.165555017121859
"NHP2L1",0.165573940147571
"FAM127B",0.165700552445148
"NSUN5",0.165716278424495
"PKD2",0.165870950532576
"SOX9",0.165988875266411
"MAGI1",0.166002762994473
"LTBR",0.166348776375402
"EIF4E2",0.16659236257409
"TEFM",0.166595693842246
"ADAMTS10",0.166595693842246
"SH3D19",0.166723888472183
"RPLP2",0.166986377952564
"CLN3.1",0.167079474603023
"DNAH14",0.167129747413577
"PEF1",0.167173058801694
"VAPA",0.167210698960329
"ACAA2",0.167304006590544
"TMEM208",0.167327915276619
"MAP4K4",0.167435493181927
"GRHL1",0.167789489898606
"TPI1",0.167943365209308
"UBN1",0.168030856535847
"MTFR1L",0.16822512842967
"DDX21",0.168409859871036
"GNL1",0.16854036895595
"ALDH3A2",0.168569107247848
"APOA1BP",0.168586388200744
"TUG1",0.168781876667784
"CYB5R1",0.168884714867064
"TXNL1",0.168954519428233
"EDF1",0.169364693928868
"TSC1",0.169402736710682
"ANKRD13C",0.169402736710682
"EPCAM",0.169402736710682
"LMAN2L",0.169417460843234
"SMPD1",0.169585820251536
"NNMT",0.169610307986487
"NANS",0.169654271743362
"CRIP2",0.169688335357145
"INIP",0.169876623390021
"SOCS4",0.169891281282589
"GRIA3",0.169891281282589
"SAP30L",0.169891281282589
"AK2",0.1699162862769
"CMTM4",0.170057151969702
"LARP4",0.170073097657473
"ABHD2",0.170255878852866
"STAM",0.170258168966937
"SPTAN1",0.170411193979818
"APAF1",0.170522201451572
"FADS2",0.170552659459936
"ACOT13",0.170727460880882
"FBXO18",0.170859156874389
"GABARAP",0.170973437177085
"PSENEN",0.171029688124281
"SNX4",0.171468822252206
"RSL24D1",0.171780014672391
"AP1B1",0.171983723294147
"WDR36",0.171983723294147
"IER3",0.172137957589636
"UBE2Z",0.172367061359548
"PSMC1",0.172641583337468
"TSN",0.172870090876106
"COMT",0.173012852972014
"RRAD",0.173085706911465
"PLEKHB2",0.173181247291891
"TUBB2A",0.17321221494202
"NPHP3",0.173288122472821
"WARS2",0.173288122472821
"GIPC2",0.173288122472821
"EI24",0.173304424824221
"ISG20L2",0.173505356529785
"ESRRA",0.173813434646018
"RAB5C",0.173839707938947
"ILVBL",0.173955078255544
"MKLN1",0.174075094667583
"MTFR1",0.174135922206228
"MIR4435-1HG",0.174273811815421
"NDUFB6",0.174461590907097
"SNX16",0.175122993295709
"DNAJC9",0.175558873179719
"RPS15",0.175725233292823
"RP5-935K16.1",0.176087439081934
"SOX6",0.17635980565752
"PCED1A",0.176421469136122
"GAMT",0.176518842862488
"RRP1B",0.176698726899115
"PPP1R3C",0.176928975370517
"MAP4",0.17730571696816
"GABARAPL1",0.177788240596655
"NSD1",0.178484204134594
"CD9",0.17852293584918
"SETD5",0.178571535555089
"DEGS1",0.178651764343221
"PITPNA",0.178771577434389
"ID1",0.178905366330378
"RABEPK",0.178920334426196
"LMCD1",0.178920334426196
"TIMM21",0.178920334426196
"AKAP10",0.178920334426196
"PPP1R16A",0.17926351014141
"CUL2",0.179482472604469
"RRN3",0.179588720267932
"SPON2",0.179622492472456
"NHP2",0.179630400479687
"SUPT4H1",0.179842542706371
"FBXL3",0.180049100993897
"DENND5B",0.180186283553247
"LINC00649",0.180186283553247
"PATL1",0.180186283553247
"ATP6V1A",0.180206233639701
"NMRK1",0.180208032644422
"RARS2",0.181055035831701
"GABARAPL2",0.181153756292319
"EVA1A",0.181209292805295
"ELP5",0.181304782446816
"AGPAT1",0.181605427167327
"MRPL39",0.181786988601892
"CAMTA1",0.181787174746194
"SNX2",0.181945851070271
"NDUFC1",0.182246045918913
"MTCH1",0.182263947083319
"GIGYF2",0.182388565702557
"EPB41L4B",0.182605939535439
"ERICH1",0.182608123275666
"MRPL19",0.182623898998985
"SCO2",0.182647762310699
"PSMB4",0.18299286026092
"MTMR11",0.183069864182716
"SNX6",0.183410376274059
"FLYWCH2",0.183505157216192
"NNT",0.183616891150802
"NOMO1",0.183639070576381
"TMEM33",0.183686212116864
"IL4R",0.184252851733189
"RWDD2B",0.184431595313799
"DDX39A",0.184431595313799
"H2AFY2",0.184687578575616
"SFN",0.184687578575616
"NUDT5",0.184840794212696
"CHMP2B",0.184863812298138
"SSR1",0.184892491322154
"CHP1",0.184902650578674
"ATP6V1E2",0.185003899640913
"SEC24A",0.185018760886005
"ZNF91",0.185170251395937
"SPPL2A",0.18525446563521
"EIF4EBP2",0.185293005030245
"ELL2",0.185321582474184
"MGST1",0.185462510935034
"PHF10",0.185678138055487
"ACTA2",0.18567855960213
"SLC2A13",0.18567855960213
"HPS1",0.185779509368257
"ARHGAP21",0.185850784076726
"ACSL1",0.185970914546331
"ECE2",0.186092897758589
"AGGF1",0.186544405157467
"PNO1",0.186581812909915
"DEK",0.186642976425281
"AKAP11",0.186649340596327
"PSMD10",0.186653645124594
"FAHD2A",0.186797271703607
"CSNK1D",0.187101440212677
"EDEM2",0.187305773899463
"MAGED1",0.187354767716842
"NDUFAF4",0.187508205513645
"SLFN5",0.187622278105609
"ATP5L2",0.187622278105609
"ROBO3",0.187622278105609
"AC073218.2",0.187870936988931
"WIZ",0.187870936988931
"AHSA1",0.187878261913662
"TERF2IP",0.188011650838113
"SLC20A1",0.188043620520608
"EIF6",0.188045441643749
"RDX",0.18814637143846
"PI4KB",0.188267948624948
"TMEM66",0.188338367424876
"UQCC2",0.188396541528644
"GLG1",0.188462534373637
"YAP1",0.188608517721747
"EIF1",0.188794838335987
"METTL23",0.18887517129353
"AFF4",0.189234921503888
"YY1",0.1892953001144
"PPDPF",0.189380439975475
"LINC00704",0.189383923514723
"FAM53B",0.189486376423148
"KIAA0141",0.189486376423148
"MMGT1",0.189564115931379
"ALDOB",0.189822561221536
"DIMT1",0.189865075343251
"SLC6A9",0.190082359636527
"YBX1",0.190137431541486
"PAN3",0.190548399518943
"AHCTF1",0.19059125766318
"CBX7",0.19059125766318
"CMSS1",0.19059125766318
"PDXK",0.190900049726065
"RNASET2",0.190937710829628
"MRPS31",0.191073106961747
"SS18L1",0.191287919050728
"WAC",0.191325523651576
"FARSA",0.191646068699095
"TPST2",0.191729275370985
"HEXA",0.191785775013144
"GTF2H5",0.191946058128943
"IMP3",0.191970774133868
"TAF7",0.192096308004901
"WDR12",0.192312896764882
"SLC41A3",0.192312896764882
"LARP7",0.192721147644798
"DLST",0.193088046484535
"SH2B1",0.193143523945983
"HSPE1",0.193172987420403
"SNX1",0.193445148654829
"CCDC57",0.193594684354223
"DYRK4",0.193594684354223
"CDADC1",0.193594684354223
"NADK2",0.194005255991602
"VPS51",0.194046647569232
"DRG2",0.194562188885894
"FBXW4",0.194562616535984
"METRN",0.194639793865953
"TSPAN1",0.194639793865953
"SAMD5",0.195158294558697
"IFT57",0.195368000030745
"TSR1",0.195368000030745
"SH3BP2",0.195368000030745
"AKR1B1",0.195592536467685
"TMEM27",0.195665565921904
"ILF3-AS1",0.195941663548271
"GRSF1",0.195967546551407
"ZNF800",0.195993901806372
"CST3",0.196269402367809
"UFC1",0.196301737458522
"CCL15",0.196409803265547
"ABCG5",0.196632721840875
"C7orf26",0.196632721840875
"CCDC23",0.196702420252068
"FAM89B",0.196831586035866
"GPR155",0.196831586035866
"CDIPT",0.196946566580208
"SNF8",0.197147607045596
"RP11-345J4.5",0.197394139780314
"YME1L1",0.197483452060575
"NIPSNAP3A",0.197611202958551
"ASAH1",0.1978369776024
"TUBB",0.197997184751401
"AP2S1",0.198199355454852
"APOA2",0.198361907855432
"USP47",0.198647721036351
"OGFOD3",0.198726288400503
"TMEM87A",0.198727617552148
"NFIA",0.198970923605903
"MAPK1IP1L",0.199129396831177
"AUP1",0.199709990555074
"HYI",0.199725849583847
"ATRAID",0.199725849583847
"RPL8",0.199756818865294
"OSGIN1",0.199868533874547
"SNX17",0.199892149097021
"EPN1",0.199927548798243
"HBS1L",0.199991622435574
"RAB10",0.200288419616676
"C1orf43",0.200302351291729
"ARPP19",0.200302514468256
"C20orf27",0.200316529689595
"FAS",0.200506135062216
"APCS",0.200913912476812
"DTX3L",0.200967014226081
"RERE",0.201221055664391
"DENND5A",0.201221055664391
"SERPINF2",0.201226115598205
"MTA2",0.201326496229318
"MED7",0.201326496229318
"DUSP23",0.201478322439006
"UQCRB",0.201708527034871
"PPP6R3",0.202149312166134
"SIAE",0.202273091893977
"CYP3A5",0.202361463793893
"DDX28",0.202402208279761
"ARL3",0.202428488631256
"ARRB2",0.202428488631256
"NINJ1",0.202498590501681
"C4orf32",0.202685909639636
"TTF2",0.202813266161888
"GEMIN8",0.202813266161888
"TMEM69",0.202861099747932
"REL",0.202861099747932
"CRIM1",0.202861099747932
"PTPMT1",0.202907103153258
"H1FX",0.202907103153258
"PLIN2",0.202936998106101
"SLC20A2",0.203115057258591
"STUB1",0.203156267500578
"VIM",0.203213902680095
"CALCOCO2",0.203224474694599
"JAGN1",0.203341827828091
"C9orf89",0.203664166109817
"CTD-2015H6.3",0.203754213887791
"SRGAP2",0.204102025425673
"TMEM70",0.204240549116846
"DHRSX",0.204241617398204
"MPST",0.204394733116356
"RP11-538P18.2",0.204470979550868
"C7orf73",0.20459727206483
"MARCH6",0.204600128130371
"C6orf89",0.204715945094946
"BBIP1",0.204847382105058
"PGP",0.205012253202325
"RUSC1",0.205012253202325
"TBC1D8",0.205235248174382
"FAM193B",0.20523569561255
"HSPB8",0.205297314776607
"CYP2C8",0.20544789285993
"CITED2",0.205656290007258
"MIS18A",0.205956082399156
"C1QBP",0.206204943287639
"IFT43",0.206223090868594
"SLC25A26",0.20623974544521
"NDUFB1",0.206347856554466
"SPTSSA",0.206464087281024
"MFSD1",0.206587953020239
"SMAD2",0.206822420136635
"RPL32",0.206839739332103
"RPS8",0.206839899782465
"MT-ATP6",0.206839899782465
"YES1",0.207118238001456
"SETD7",0.207120589864888
"PPIF",0.207179459727991
"THOC3",0.207264730378908
"FOXO3",0.207467809529034
"GLRX",0.207608360565781
"BCCIP",0.207630431912916
"BAG2",0.207771536875872
"AKR1B10",0.20782450270619
"POLR1A",0.2083437690274
"GRAMD3",0.208467449902816
"C17orf59",0.208526749105007
"AKR1C4",0.208526749105007
"SSU72",0.20930316836586
"TMEM30A",0.20931513629395
"ECI1",0.209574239213915
"ZEB1",0.2098731842199
"ACYP1",0.2098731842199
"CD2BP2",0.209969475469259
"NFYC",0.210045372121638
"MROH1",0.210045372121638
"TARBP2",0.210045372121638
"RANBP2",0.210045372121638
"TCTA",0.210382351071882
"ZNF655",0.210454305522125
"SH3KBP1",0.210670041905875
"GNS",0.210740436779668
"CDC23",0.210853264071853
"ITPK1",0.210853264071853
"COX8A",0.211156526235577
"NFKBIA",0.2114024611027
"FAM13B",0.211578308785058
"ME3",0.211638910504686
"ARHGEF40",0.211902326177899
"COX4I1",0.211904788666454
"UXS1",0.211933293448279
"TRMT11",0.211975494636748
"YKT6",0.212047477845796
"HTATIP2",0.212173695615782
"NCOA4",0.212344649945127
"ZNF503",0.212347548487439
"RNF41",0.212347548487439
"GMPS",0.212347548487439
"SRI",0.21246154711736
"UBASH3B",0.21246154711736
"AP1M1",0.212506553065582
"DCAF13",0.212907235894921
"IAH1",0.213053961947113
"DUSP22",0.213106544313804
"LYST",0.213195537054587
"CHN2",0.213258765942483
"RPS10",0.213362867263573
"NEU1",0.21388850560732
"RPL38",0.214102724678864
"TCEAL8",0.21415429665825
"DNAJC5",0.214154572804793
"SYNCRIP",0.214240750882879
"COMMD7",0.214294605047056
"SDHD",0.214294605047056
"TMCO3",0.214607871098318
"SMIM19",0.214638570267213
"C1orf198",0.214646202887857
"VPS33A",0.214784507091109
"SNRNP27",0.215134579238927
"CCDC88B",0.215182587497828
"SLC25A13",0.21520838752022
"B4GALT5",0.215337318447414
"ECH1",0.215430364856297
"RPS18",0.215577879122416
"PTEN",0.215589282665198
"TMEM185A",0.215596484979598
"MGA",0.215596484979598
"BTG3",0.215684013350485
"TMEM14B",0.215879327351043
"VOPP1",0.215879327351043
"MSN",0.216809141148902
"USP9X",0.216993967723418
"ATP5F1",0.217249358938471
"KPNB1",0.217301428788529
"EXOSC1",0.217325126961407
"STK38",0.217325126961407
"ARL6IP4",0.217384503822535
"CTD-2210P24.4",0.217450982456899
"C16orf13",0.217489231872794
"KRTCAP3",0.217963665372889
"DEAF1",0.218129062895788
"SETD4",0.218291097346681
"GLOD4",0.218682594077342
"RB1",0.218682594077342
"CERS4",0.218998587951894
"CUL4B",0.218998587951894
"ATP2C1",0.219164595149451
"TMA7",0.220018355418505
"APOC1",0.220045089981161
"LBR",0.220208948467947
"FYTTD1",0.220559782741412
"ATP1B3",0.220768809831352
"TCEA1",0.220769334580391
"GCFC2",0.221019420001454
"ARL13B",0.221019420001454
"CEP89",0.221176508269455
"STOML1",0.221176508269455
"ZCCHC24",0.221312368914354
"SKAP2",0.221561267255965
"PLIN4",0.221561738022142
"RP11-38M8.1",0.221922186228116
"CCT2",0.222232595997859
"NDUFB11",0.22255023224988
"TMEM220",0.22274149286678
"NDUFA7.1",0.22277532945038
"BYSL",0.222847396366127
"BIN1",0.222993323930324
"CCNL1",0.223440412712694
"SFSWAP",0.223539601920326
"UBE2L6",0.223539601920326
"CSNK1G2",0.2236150982643
"DDB2",0.223823275879692
"ZFP36",0.223886167381398
"CDC14B",0.224132130103813
"EXOC4",0.224227552668683
"RAB11FIP4",0.224423155045767
"ZNF408",0.224423155045767
"SREBF1",0.224423155045767
"MCL1",0.224601427050727
"FAM45A",0.224926199792441
"DYNC1I2",0.224964382359385
"STYX",0.225231394420577
"IFRD1",0.225292201777157
"LPIN1",0.225292201777157
"RANGAP1",0.225308984987148
"ASXL1",0.225528465167095
"ASCC2",0.225528465167095
"G6PC3",0.22555774439906
"PPP1R14B",0.225558552055575
"ETNK2",0.225851489167454
"RFK",0.225897799906676
"PPARA",0.225910633078658
"PTPN14",0.226011682239481
"IGF2R",0.226520825779623
"ZFYVE1",0.226549213710794
"TGS1",0.226549213710794
"EPC2",0.226723769950991
"MAPK8",0.226723769950991
"SPEN",0.22695684956094
"LRRC8A",0.227029073342882
"C1orf123",0.227041642902172
"ZNF644",0.227304532900785
"DST",0.227346673234663
"TRNP1",0.227940050051586
"GGA1",0.228133514901827
"CCND3",0.228144010180685
"PON3",0.22822541571005
"SLC39A6",0.228292119276155
"EVI5",0.228662284553122
"ZMYND8",0.228723498467205
"EIF2AK1",0.228865351220002
"ACAP2",0.228991124594351
"H3F3B",0.229158681946511
"RP11-390E23.6",0.229227938632178
"NDFIP2",0.229277831167195
"SEL1L",0.229310183264079
"PDIA5",0.229336713365533
"BCL2L12",0.229350824774035
"HDGF",0.229835819679549
"WASL",0.23004937870812
"CEBPZ-AS1",0.230059164839784
"MRPS15",0.23009052359047
"SLC43A1",0.230099423942812
"LDLRAP1",0.230227292723165
"RRP7A",0.230252223908656
"TTC3",0.230404824852418
"BAD",0.230785132015412
"SLU7",0.230841200324361
"GLTP",0.230886697215929
"ARV1",0.231018318636049
"TMEM65",0.231018318636049
"TRMT61B",0.231018318636049
"CUEDC2",0.231129392578959
"MIF4GD",0.231202051916783
"BRWD1",0.231641060311065
"HNRNPH3",0.231812677739267
"PARK7",0.232077994212131
"GNL2",0.232177002022405
"HES1",0.232562360192684
"RUNX1",0.232698840099511
"FUBP3",0.23302345709311
"WDR18",0.233218214543578
"HMBS",0.233218214543578
"COPS6",0.233460668781206
"RAB4A",0.233478314108009
"NDUFB4",0.233505706570872
"MTRNR2L12",0.233718995149567
"ARPC4",0.233816372129035
"GDI2",0.233909912418303
"RP11-427H3.3",0.234158958346995
"FDX1L",0.234159252802385
"SPSB1",0.234164293871767
"HDAC2",0.234205843006981
"TXNDC12",0.234222594336328
"TRIM25",0.234222594336328
"KDM5C",0.234343641375628
"MICALL2",0.234343999845518
"C18orf56",0.234367055125468
"RAB5A",0.234600985539575
"CHRAC1",0.234626249771847
"FASTKD2",0.234626726567447
"C2",0.234666918450629
